,Year,Braut,tegund_nams,kk,kv,samtals_utt
1691,2019,Guðfræði- og trúarbragðafræðideild,Viðbótarnám,0,3,3
1692,2019,Guðfræði- og trúarbragðafræðideild,Meistarapróf,8,5,13
1693,2019,Guðfræði- og trúarbragðafræðideild,Doktorspróf,1,1,2
1694,2019,Íslensku- og menningardeild,,80,176,256
1695,2019,Íslensku- og menningardeild,Grunnnám,53,130,183
1696,2019,Íslensku- og menningardeild,Viðbótarnám,0,1,1
1697,2019,Íslensku- og menningardeild,Meistarapróf,22,44,66
1698,2019,Íslensku- og menningardeild,Doktorspróf,5,1,6
1699,2019,Sagnfræði- og heimspekideild,,39,36,61
1700,2019,Sagnfræði- og heimspekideild,Grunnnám,30,19,35
1701,2019,Sagnfræði- og heimspekideild,Viðbótarnám,2,7,9
1702,2019,Sagnfræði- og heimspekideild,Meistarapróf,7,9,16
1703,2019,Sagnfræði- og heimspekideild,Doktorspróf,0,1,1
1704,2019,"Íþrótta-, tómstunda- og þroskaþjálfadeild",,37,75,112
1705,2019,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Grunnnám,30,56,86
1706,2019,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Viðbótarnám,3,12,15
1707,2019,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Meistarapróf,4,7,11
1708,2019,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Doktorspróf,0,0,0
1709,2019,Kennaradeild,,47,190,237
1710,2019,Kennaradeild,Grunnnám,21,65,86
1711,2019,Kennaradeild,Viðbótarnám,0,27,27
1712,2019,Kennaradeild,Meistarapróf,26,98,124
1713,2019,Kennaradeild,Doktorspróf,0,0,0
1714,2019,Uppeldis- og menntunarfræðideild,,6,145,151
1715,2019,Uppeldis- og menntunarfræðideild,Grunnnám,3,72,75
1716,2019,Uppeldis- og menntunarfræðideild,Viðbótarnám,0,37,37
1717,2019,Uppeldis- og menntunarfræðideild,Meistarapróf,2,31,33
1718,2019,Uppeldis- og menntunarfræðideild,Doktorspróf,1,5,6
1719,2019,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",,114,72,186
1720,2019,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Grunnnám,98,62,160
1721,2019,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Viðbótarnám,0,0,0
1722,2019,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Meistarapróf,13,10,23
1723,2019,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Doktorspróf,3,0,3
1724,2019,Jarðvísindadeild,,16,28,44
1725,2019,Jarðvísindadeild,Grunnnám,6,12,18
1726,2019,Jarðvísindadeild,Viðbótarnám,0,0,0
1727,2019,Jarðvísindadeild,Meistarapróf,8,9,17
1728,2019,Jarðvísindadeild,Doktorspróf,2,7,9
1729,2019,Líf- og umhverfisvísindadeild,,31,61,92
1730,2019,Líf- og umhverfisvísindadeild,Grunnnám,23,48,71
1731,2019,Líf- og umhverfisvísindadeild,Viðbótarnám,0,0,0
1732,2019,Líf- og umhverfisvísindadeild,Meistarapróf,4,12,16
1733,2019,Líf- og umhverfisvísindadeild,Doktorspróf,4,1,5
1734,2019,Umhverfis- og auðlindafræði,,2,1,3
1735,2019,Umhverfis- og auðlindafræði,Grunnnám,0,0,0
1736,2019,Umhverfis- og auðlindafræði,Viðbótarnám,0,0,0
1737,2019,Umhverfis- og auðlindafræði,Meistarapróf,0,0,0
1738,2019,Umhverfis- og auðlindafræði,Doktorspróf,2,1,3
1739,2019,Rafmagns- og tölvuverkfræðideild,,15,8,23
1740,2019,Rafmagns- og tölvuverkfræðideild,Grunnnám,13,8,21
1741,2019,Rafmagns- og tölvuverkfræðideild,Viðbótarnám,0,0,0
1742,2019,Rafmagns- og tölvuverkfræðideild,Meistarapróf,2,0,2
1743,2019,Rafmagns- og tölvuverkfræðideild,Doktorspróf,0,0,0
1744,2019,Raunvísindadeild,,45,29,74
1745,2019,Raunvísindadeild,Grunnnám,37,26,63
1746,2019,Raunvísindadeild,Viðbótarnám,0,0,0
1747,2019,Raunvísindadeild,Meistarapróf,3,3,6
1748,2019,Raunvísindadeild,Doktorspróf,5,0,5
1749,2019,Umhverfis- og auðlindafræði,,14,13,27
1750,2019,Umhverfis- og auðlindafræði,Grunnnám,10,8,18
1751,2019,Umhverfis- og auðlindafræði,Viðbótarnám,0,0,0
1752,2019,Umhverfis- og auðlindafræði,Meistarapróf,2,3,5
1753,2019,Umhverfis- og auðlindafræði,Doktorspróf,2,2,4
1754,2020,Félags- og mannvísindadeild,,30,119,149
1755,2020,Félags- og mannvísindadeild,Grunnnám,10,56,66
1756,2020,Félags- og mannvísindadeild,Viðbótarnám,8,26,34
1757,2020,Félags- og mannvísindadeild,Meistarapróf,11,37,48
1758,2020,Félags- og mannvísindadeild,Doktorspróf,1,0,1
1759,2020,Félagsráðgjafardeild,,4,81,85
1760,2020,Félagsráðgjafardeild,Grunnnám,4,39,43
1761,2020,Félagsráðgjafardeild,Viðbótarnám,0,13,13
1762,2020,Félagsráðgjafardeild,Meistarapróf,0,27,27
1763,2020,Félagsráðgjafardeild,Doktorspróf,0,2,2
1764,2020,Hagfræðideild,,33,23,56
1765,2020,Hagfræðideild,Grunnnám,23,19,42
1766,2020,Hagfræðideild,Viðbótarnám,3,3,6
1767,2020,Hagfræðideild,Meistarapróf,7,1,8
1768,2020,Hagfræðideild,Doktorspróf,0,0,0
1769,2020,Lagadeild,,51,56,107
1770,2020,Lagadeild,Grunnnám,21,20,41
1771,2020,Lagadeild,Viðbótarnám,0,0,0
1772,2020,Lagadeild,Meistarapróf,30,36,66
1773,2020,Lagadeild,Doktorspróf,0,0,0
1774,2020,Stjórnmálafræðideild,,40,111,151
1775,2020,Stjórnmálafræðideild,Grunnnám,10,22,32
1776,2020,Stjórnmálafræðideild,Viðbótarnám,24,64,88
1777,2020,Stjórnmálafræðideild,Meistarapróf,6,24,30
1778,2020,Stjórnmálafræðideild,Doktorspróf,0,1,1
1779,2020,Viðskiptafræðideild,,131,188,319
1780,2020,Viðskiptafræðideild,Grunnnám,62,67,129
1781,2020,Viðskiptafræðideild,Viðbótarnám,17,14,31
1782,2020,Viðskiptafræðideild,Meistarapróf,52,107,159
1783,2020,Viðskiptafræðideild,Doktorspróf,0,0,0
1784,2020,Hjúkrunarfræðideild,,7,143,150
1785,2020,Hjúkrunarfræðideild,Grunnnám,3,78,81
1786,2020,Hjúkrunarfræðideild,Viðbótarnám,3,52,55
1787,2020,Hjúkrunarfræðideild,Meistarapróf,1,13,14
1788,2020,Hjúkrunarfræðideild,Doktorspróf,0,0,0
1789,2020,Lyfjafræðideild,,21,39,60
1790,2020,Lyfjafræðideild,Grunnnám,10,13,23
1791,2020,Lyfjafræðideild,Viðbótarnám,0,0,0
1792,2020,Lyfjafræðideild,Meistarapróf,11,24,35
1793,2020,Lyfjafræðideild,Doktorspróf,0,2,2
1794,2020,Læknadeild,,64,161,225
1795,2020,Læknadeild,Grunnnám,35,73,108
1796,2020,Læknadeild,Viðbótarnám,19,44,63
1797,2020,Læknadeild,Meistarapróf,7,35,42
1798,2020,Læknadeild,Doktorspróf,3,9,12
1799,2020,Lýðheilsuvísindi,,4,19,23
1800,2020,Lýðheilsuvísindi,Grunnnám,0,0,0
1801,2020,Lýðheilsuvísindi,Viðbótarnám,2,11,13
1802,2020,Lýðheilsuvísindi,Meistarapróf,2,6,8
1803,2020,Lýðheilsuvísindi,Doktorspróf,0,2,2
1804,2020,Matvæla- og næringarfræðideild,,3,12,15
1805,2020,Matvæla- og næringarfræðideild,Grunnnám,1,4,5
1806,2020,Matvæla- og næringarfræðideild,Viðbótarnám,1,7,8
1807,2020,Matvæla- og næringarfræðideild,Meistarapróf,0,0,0
1808,2020,Matvæla- og næringarfræðideild,Doktorspróf,1,1,2
1809,2020,Sálfræðideild,,16,97,113
1810,2020,Sálfræðideild,Grunnnám,12,73,85
1811,2020,Sálfræðideild,Viðbótarnám,0,0,0
1812,2020,Sálfræðideild,Meistarapróf,4,23,27
1813,2020,Sálfræðideild,Doktorspróf,0,1,1
1814,2020,Tannlæknadeild,,1,11,12
1815,2020,Tannlæknadeild,Grunnnám,0,5,5
1816,2020,Tannlæknadeild,Viðbótarnám,1,5,6
1817,2020,Tannlæknadeild,Meistarapróf,0,1,1
1818,2020,Tannlæknadeild,Doktorspróf,0,0,0
1819,2020,"Deild erlendra tungumála, bókmennta og málvísinda",,34,120,154
1820,2020,"Deild erlendra tungumála, bókmennta og málvísinda",Grunnnám,22,81,103
1821,2020,"Deild erlendra tungumála, bókmennta og málvísinda",Viðbótarnám,6,14,20
1822,2020,"Deild erlendra tungumála, bókmennta og málvísinda",Meistarapróf,5,25,30
1823,2020,"Deild erlendra tungumála, bókmennta og málvísinda",Doktorspróf,1,0,1
1824,2020,Guðfræði- og trúarbragðafræðideild,,7,6,13
1825,2020,Guðfræði- og trúarbragðafræðideild,Grunnnám,0,1,1
1826,2020,Guðfræði- og trúarbragðafræðideild,Viðbótarnám,0,1,1
1827,2020,Guðfræði- og trúarbragðafræðideild,Meistarapróf,6,4,10
1828,2020,Guðfræði- og trúarbragðafræðideild,Doktorspróf,1,0,1
1829,2020,Íslensku- og menningardeild,,74,151,225
1830,2020,Íslensku- og menningardeild,Grunnnám,49,110,159
1831,2020,Íslensku- og menningardeild,Viðbótarnám,1,1,2
1832,2020,Íslensku- og menningardeild,Meistarapróf,22,35,57
1833,2020,Íslensku- og menningardeild,Doktorspróf,2,5,7
1834,2020,Sagnfræði- og heimspekideild,,44,42,74
1835,2020,Sagnfræði- og heimspekideild,Grunnnám,30,17,35
1836,2020,Sagnfræði- og heimspekideild,Viðbótarnám,4,8,12
1837,2020,Sagnfræði- og heimspekideild,Meistarapróf,8,16,24
1838,2020,Sagnfræði- og heimspekideild,Doktorspróf,2,1,3
1839,2020,"Íþrótta-, tómstunda- og þroskaþjálfadeild",,52,101,153
1840,2020,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Grunnnám,45,90,135
1841,2020,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Viðbótarnám,2,4,6
1842,2020,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Meistarapróf,5,7,12
1843,2020,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Doktorspróf,0,0,0
1844,2020,Kennaradeild,,52,196,248
1845,2020,Kennaradeild,Grunnnám,28,40,68
1846,2020,Kennaradeild,Viðbótarnám,9,59,68
1847,2020,Kennaradeild,Meistarapróf,15,97,112
1848,2020,Kennaradeild,Doktorspróf,0,0,0
1849,2020,Uppeldis- og menntunarfræðideild,,14,123,137
1850,2020,Uppeldis- og menntunarfræðideild,Grunnnám,12,75,87
1851,2020,Uppeldis- og menntunarfræðideild,Viðbótarnám,0,26,26
1852,2020,Uppeldis- og menntunarfræðideild,Meistarapróf,1,19,20
1853,2020,Uppeldis- og menntunarfræðideild,Doktorspróf,1,3,4
1854,2020,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",,124,50,174
1855,2020,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Grunnnám,105,42,147
1856,2020,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Viðbótarnám,0,0,0
1857,2020,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Meistarapróf,18,8,26
1858,2020,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Doktorspróf,1,0,1
1859,2020,Jarðvísindadeild,,8,16,24
1860,2020,Jarðvísindadeild,Grunnnám,3,7,10
1861,2020,Jarðvísindadeild,Viðbótarnám,0,0,0
1862,2020,Jarðvísindadeild,Meistarapróf,2,6,8
1863,2020,Jarðvísindadeild,Doktorspróf,3,3,6
1864,2020,Líf- og umhverfisvísindadeild,,29,50,79
1865,2020,Líf- og umhverfisvísindadeild,Grunnnám,19,41,60
1866,2020,Líf- og umhverfisvísindadeild,Viðbótarnám,0,0,0
1867,2020,Líf- og umhverfisvísindadeild,Meistarapróf,8,6,14
1868,2020,Líf- og umhverfisvísindadeild,Doktorspróf,2,3,5
1869,2020,Umhverfis- og auðlindafræði,,0,4,4
1870,2020,Umhverfis- og auðlindafræði,Grunnnám,0,0,0
1871,2020,Umhverfis- og auðlindafræði,Viðbótarnám,0,0,0
1872,2020,Umhverfis- og auðlindafræði,Meistarapróf,0,0,0
1873,2020,Umhverfis- og auðlindafræði,Doktorspróf,0,4,4
1874,2020,Rafmagns- og tölvuverkfræðideild,,16,5,21
1875,2020,Rafmagns- og tölvuverkfræðideild,Grunnnám,13,5,18
1876,2020,Rafmagns- og tölvuverkfræðideild,Viðbótarnám,0,0,0
1877,2020,Rafmagns- og tölvuverkfræðideild,Meistarapróf,3,0,3
1878,2020,Rafmagns- og tölvuverkfræðideild,Doktorspróf,0,0,0
1879,2020,Raunvísindadeild,,48,27,75
1880,2020,Raunvísindadeild,Grunnnám,28,24,52
1881,2020,Raunvísindadeild,Viðbótarnám,0,0,0
1882,2020,Raunvísindadeild,Meistarapróf,11,1,12
1883,2020,Raunvísindadeild,Doktorspróf,9,2,11
1884,2020,Umhverfis- og byggingaverkfræðideild,,13,12,25
1885,2020,Umhverfis- og byggingaverkfræðideild,Grunnnám,9,8,17
1886,2020,Umhverfis- og byggingaverkfræðideild,Viðbótarnám,0,0,0
1887,2020,Umhverfis- og byggingaverkfræðideild,Meistarapróf,4,4,8
1888,2020,Umhverfis- og byggingaverkfræðideild,Doktorspróf,0,0,0
1889,2021,Félags- og mannvísindadeild,,30,134,164
1890,2021,Félags- og mannvísindadeild,Grunnnám,12,50,62
1891,2021,Félags- og mannvísindadeild,Viðbótarnám,8,46,54
1892,2021,Félags- og mannvísindadeild,Meistarapróf,9,38,47
1893,2021,Félags- og mannvísindadeild,Doktorspróf,1,0,1
1894,2021,Félagsráðgjafardeild,,8,115,123
1895,2021,Félagsráðgjafardeild,Grunnnám,6,60,66
1896,2021,Félagsráðgjafardeild,Viðbótarnám,1,24,25
1897,2021,Félagsráðgjafardeild,Meistarapróf,1,31,32
1898,2021,Félagsráðgjafardeild,Doktorspróf,0,0,0
1899,2021,Hagfræðideild,,46,18,64
1900,2021,Hagfræðideild,Grunnnám,36,16,52
1901,2021,Hagfræðideild,Viðbótarnám,2,1,3
1902,2021,Hagfræðideild,Meistarapróf,7,1,8
1903,2021,Hagfræðideild,Doktorspróf,1,0,1
1904,2021,Lagadeild,,39,66,105
1905,2021,Lagadeild,Grunnnám,19,28,47
1906,2021,Lagadeild,Viðbótarnám,19,38,57
1907,2021,Lagadeild,Meistarapróf,0,0,0
1908,2021,Lagadeild,Doktorspróf,1,0,1
1909,2021,Stjórnmálafræðideild,,62,143,205
1910,2021,Stjórnmálafræðideild,Grunnnám,13,13,26
1911,2021,Stjórnmálafræðideild,Viðbótarnám,33,94,127
1912,2021,Stjórnmálafræðideild,Meistarapróf,15,36,51
1913,2021,Stjórnmálafræðideild,Doktorspróf,1,0,1
1914,2021,Viðskiptafræðideild,,124,201,325
1915,2021,Viðskiptafræðideild,Grunnnám,66,90,156
1916,2021,Viðskiptafræðideild,Viðbótarnám,15,18,33
1917,2021,Viðskiptafræðideild,Meistarapróf,42,92,134
1918,2021,Viðskiptafræðideild,Doktorspróf,1,1,2
1919,2021,Hjúkrunarfræðideild,,3,175,178
1920,2021,Hjúkrunarfræðideild,Grunnnám,1,95,96
1921,2021,Hjúkrunarfræðideild,Viðbótarnám,2,48,50
1922,2021,Hjúkrunarfræðideild,Meistarapróf,0,31,31
1923,2021,Hjúkrunarfræðideild,Doktorspróf,0,1,1
1924,2021,Lyfjafræðideild,,12,29,41
1925,2021,Lyfjafræðideild,Grunnnám,7,15,22
1926,2021,Lyfjafræðideild,Viðbótarnám,0,0,0
1927,2021,Lyfjafræðideild,Meistarapróf,5,14,19
1928,2021,Lyfjafræðideild,Doktorspróf,0,0,0
1929,2021,Læknadeild,,79,227,306
1930,2021,Læknadeild,Grunnnám,39,145,184
1931,2021,Læknadeild,Viðbótarnám,19,41,60
1932,2021,Læknadeild,Meistarapróf,15,35,50
1933,2021,Læknadeild,Doktorspróf,6,6,12
1934,2021,Lýðheilsuvísindi,,7,9,16
1935,2021,Lýðheilsuvísindi,Grunnnám,0,0,0
1936,2021,Lýðheilsuvísindi,Viðbótarnám,7,9,16
1937,2021,Lýðheilsuvísindi,Meistarapróf,0,0,0
1938,2021,Lýðheilsuvísindi,Doktorspróf,0,0,0
1939,2021,Matvæla- og næringarfræðideild,,8,22,30
1940,2021,Matvæla- og næringarfræðideild,Grunnnám,5,14,19
1941,2021,Matvæla- og næringarfræðideild,Viðbótarnám,0,0,0
1942,2021,Matvæla- og næringarfræðideild,Meistarapróf,3,8,11
1943,2021,Matvæla- og næringarfræðideild,Doktorspróf,0,0,0
1944,2021,Sálfræðideild,,46,122,168
1945,2021,Sálfræðideild,Grunnnám,39,92,131
1946,2021,Sálfræðideild,Viðbótarnám,0,0,0
1947,2021,Sálfræðideild,Meistarapróf,6,29,35
1948,2021,Sálfræðideild,Doktorspróf,1,1,2
1949,2021,Tannlæknadeild,,4,9,13
1950,2021,Tannlæknadeild,Grunnnám,3,9,12
1951,2021,Tannlæknadeild,Viðbótarnám,0,0,0
1952,2021,Tannlæknadeild,Meistarapróf,0,0,0
1953,2021,Tannlæknadeild,Doktorspróf,1,0,1
1954,2021,"Deild erlendra tungumála, bókmennta og málvísinda",,36,118,154
1955,2021,"Deild erlendra tungumála, bókmennta og málvísinda",Grunnnám,32,84,116
1956,2021,"Deild erlendra tungumála, bókmennta og málvísinda",Viðbótarnám,1,19,20
1957,2021,"Deild erlendra tungumála, bókmennta og málvísinda",Meistarapróf,3,13,16
1958,2021,"Deild erlendra tungumála, bókmennta og málvísinda",Doktorspróf,0,2,2
1959,2021,Guðfræði- og trúarbragðafræðideild,,6,10,16
1960,2021,Guðfræði- og trúarbragðafræðideild,Grunnnám,1,3,4
1961,2021,Guðfræði- og trúarbragðafræðideild,Viðbótarnám,1,1,2
1962,2021,Guðfræði- og trúarbragðafræðideild,Meistarapróf,4,6,10
1963,2021,Guðfræði- og trúarbragðafræðideild,Doktorspróf,0,0,0
1964,2021,Íslensku- og menningardeild,,59,139,198
1965,2021,Íslensku- og menningardeild,Grunnnám,40,103,143
1966,2021,Íslensku- og menningardeild,Viðbótarnám,1,3,4
1967,2021,Íslensku- og menningardeild,Meistarapróf,17,30,47
1968,2021,Íslensku- og menningardeild,Doktorspróf,1,3,4
1969,2021,Sagnfræði- og heimspekideild,,59,54,107
1970,2021,Sagnfræði- og heimspekideild,Grunnnám,30,11,35
1971,2021,Sagnfræði- og heimspekideild,Viðbótarnám,10,22,32
1972,2021,Sagnfræði- og heimspekideild,Meistarapróf,16,20,36
1973,2021,Sagnfræði- og heimspekideild,Doktorspróf,3,1,4
1974,2021,"Íþrótta-, tómstunda- og þroskaþjálfadeild",,35,76,111
1975,2021,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Grunnnám,22,45,67
1976,2021,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Viðbótarnám,9,22,31
1977,2021,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Meistarapróf,4,9,13
1978,2021,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Doktorspróf,0,0,0
1979,2021,Kennaradeild,,80,399,479
1980,2021,Kennaradeild,Grunnnám,27,105,132
1981,2021,Kennaradeild,Viðbótarnám,45,242,287
1982,2021,Kennaradeild,Meistarapróf,8,52,60
1983,2021,Kennaradeild,Doktorspróf,0,0,0
1984,2021,Uppeldis- og menntunarfræðideild,,4,105,109
1985,2021,Uppeldis- og menntunarfræðideild,Grunnnám,3,71,74
1986,2021,Uppeldis- og menntunarfræðideild,Viðbótarnám,0,16,16
1987,2021,Uppeldis- og menntunarfræðideild,Meistarapróf,1,12,13
1988,2021,Uppeldis- og menntunarfræðideild,Doktorspróf,0,6,6
1989,2021,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",,120,66,186
1990,2021,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Grunnnám,103,58,161
1991,2021,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Viðbótarnám,0,0,0
1992,2021,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Meistarapróf,15,4,19
1993,2021,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Doktorspróf,2,4,6
1994,2021,Jarðvísindadeild,,18,21,39
1995,2021,Jarðvísindadeild,Grunnnám,6,9,15
1996,2021,Jarðvísindadeild,Viðbótarnám,0,0,0
1997,2021,Jarðvísindadeild,Meistarapróf,10,10,20
1998,2021,Jarðvísindadeild,Doktorspróf,2,2,4
1999,2021,Líf- og umhverfisvísindadeild,,18,47,65
2000,2021,Líf- og umhverfisvísindadeild,Grunnnám,15,35,50
2001,2021,Líf- og umhverfisvísindadeild,Viðbótarnám,0,0,0
2002,2021,Líf- og umhverfisvísindadeild,Meistarapróf,1,7,8
2003,2021,Líf- og umhverfisvísindadeild,Doktorspróf,2,5,7
2004,2021,Umhverfis- og auðlindafræði,,19,29,48
2005,2021,Umhverfis- og auðlindafræði,Grunnnám,0,0,0
2006,2021,Umhverfis- og auðlindafræði,Viðbótarnám,8,11,19
2007,2021,Umhverfis- og auðlindafræði,Meistarapróf,6,16,22
2008,2021,Umhverfis- og auðlindafræði,Doktorspróf,5,2,7
2009,2021,Rafmagns- og tölvuverkfræðideild,,19,8,27
2010,2021,Rafmagns- og tölvuverkfræðideild,Grunnnám,13,8,21
2011,2021,Rafmagns- og tölvuverkfræðideild,Viðbótarnám,0,0,0
2012,2021,Rafmagns- og tölvuverkfræðideild,Meistarapróf,4,0,4
2013,2021,Rafmagns- og tölvuverkfræðideild,Doktorspróf,2,0,2
2014,2021,Raunvísindadeild,,33,19,52
2015,2021,Raunvísindadeild,Grunnnám,24,15,39
2016,2021,Raunvísindadeild,Viðbótarnám,0,0,0
2017,2021,Raunvísindadeild,Meistarapróf,0,0,0
2018,2021,Raunvísindadeild,Doktorspróf,9,4,13
2019,2021,Umhverfis- og byggingaverkfræðideild,,20,22,42
2020,2021,Umhverfis- og byggingaverkfræðideild,Grunnnám,8,16,24
2021,2021,Umhverfis- og byggingaverkfræðideild,Viðbótarnám,0,0,0
2022,2021,Umhverfis- og byggingaverkfræðideild,Meistarapróf,9,4,13
2023,2021,Umhverfis- og byggingaverkfræðideild,Doktorspróf,3,2,5
