,Year,Braut,tegund_nams,kk,kv,samtals_inn
850,2013,Jarðvísindadeild,,114,120,234
851,2013,Jarðvísindadeild,Grunnnám,70,75,145
852,2013,Jarðvísindadeild,Viðbótarnám,0,0,0
853,2013,Jarðvísindadeild,Meistarapróf,30,34,64
854,2013,Jarðvísindadeild,Doktorspróf,14,11,25
855,2013,Líf- og umhverfisvísindadeild,,156,221,377
856,2013,Líf- og umhverfisvísindadeild,Grunnnám,86,133,219
857,2013,Líf- og umhverfisvísindadeild,Viðbótarnám,0,0,0
858,2013,Líf- og umhverfisvísindadeild,Meistarapróf,44,61,105
859,2013,Líf- og umhverfisvísindadeild,Doktorspróf,26,27,53
860,2013,Rafmagns- og tölvuverkfræðideild,,63,8,71
861,2013,Rafmagns- og tölvuverkfræðideild,Grunnnám,46,6,52
862,2013,Rafmagns- og tölvuverkfræðideild,Viðbótarnám,0,0,0
863,2013,Rafmagns- og tölvuverkfræðideild,Meistarapróf,12,2,14
864,2013,Rafmagns- og tölvuverkfræðideild,Doktorspróf,5,0,5
865,2013,Raunvísindadeild,,156,83,239
866,2013,Raunvísindadeild,Grunnnám,97,63,160
867,2013,Raunvísindadeild,Viðbótarnám,0,0,0
868,2013,Raunvísindadeild,Meistarapróf,37,13,50
869,2013,Raunvísindadeild,Doktorspróf,22,7,29
870,2013,Umhverfis- og byggingaverkfræðideild,,81,62,143
871,2013,Umhverfis- og byggingaverkfræðideild,Grunnnám,48,30,78
872,2013,Umhverfis- og byggingaverkfræðideild,Viðbótarnám,0,0,0
873,2013,Umhverfis- og byggingaverkfræðideild,Meistarapróf,31,26,57
874,2013,Umhverfis- og byggingaverkfræðideild,Doktorspróf,2,6,8
875,2014,Félags- og mannvísindadeild,,173,761,934
876,2014,Félags- og mannvísindadeild,Grunnnám,94,302,396
877,2014,Félags- og mannvísindadeild,Viðbótarnám,21,105,126
878,2014,Félags- og mannvísindadeild,Meistarapróf,47,315,362
879,2014,Félags- og mannvísindadeild,Doktorspróf,11,39,50
880,2014,Félagsráðgjafardeild,,29,328,357
881,2014,Félagsráðgjafardeild,Grunnnám,18,216,234
882,2014,Félagsráðgjafardeild,Viðbótarnám,0,0,0
883,2014,Félagsráðgjafardeild,Meistarapróf,0,7,7
884,2014,Félagsráðgjafardeild,Doktorspróf,11,105,116
885,2014,Hagfræðideild,,128,71,199
886,2014,Hagfræðideild,Grunnnám,66,29,95
887,2014,Hagfræðideild,Viðbótarnám,18,19,37
888,2014,Hagfræðideild,Meistarapróf,39,21,60
889,2014,Hagfræðideild,Doktorspróf,5,2,7
890,2014,Lagadeild,,254,300,554
891,2014,Lagadeild,Grunnnám,155,175,330
892,2014,Lagadeild,Viðbótarnám,0,0,0
893,2014,Lagadeild,Meistarapróf,96,121,217
894,2014,Lagadeild,Doktorspróf,3,4,7
895,2014,Stjórnmálafræðideild,,204,407,611
896,2014,Stjórnmálafræðideild,Grunnnám,74,53,127
897,2014,Stjórnmálafræðideild,Viðbótarnám,67,192,259
898,2014,Stjórnmálafræðideild,Meistarapróf,62,155,217
899,2014,Stjórnmálafræðideild,Doktorspróf,1,7,8
900,2014,Viðskiptafræðideild,,492,613,1105
901,2014,Viðskiptafræðideild,Grunnnám,258,253,511
902,2014,Viðskiptafræðideild,Viðbótarnám,0,0,0
903,2014,Viðskiptafræðideild,Meistarapróf,231,355,586
904,2014,Viðskiptafræðideild,Doktorspróf,3,5,8
905,2014,Hjúkrunarfræðideild,,7,410,417
906,2014,Hjúkrunarfræðideild,Grunnnám,3,238,241
907,2014,Hjúkrunarfræðideild,Viðbótarnám,2,59,61
908,2014,Hjúkrunarfræðideild,Meistarapróf,2,102,104
909,2014,Hjúkrunarfræðideild,Doktorspróf,0,11,11
910,2014,Lyfjafræðideild,,24,96,120
911,2014,Lyfjafræðideild,Grunnnám,15,47,62
912,2014,Lyfjafræðideild,Viðbótarnám,0,0,0
913,2014,Lyfjafræðideild,Meistarapróf,6,38,44
914,2014,Lyfjafræðideild,Doktorspróf,3,11,14
915,2014,Læknadeild,,198,365,563
916,2014,Læknadeild,Grunnnám,74,146,220
917,2014,Læknadeild,Viðbótarnám,66,95,161
918,2014,Læknadeild,Meistarapróf,37,86,123
919,2014,Læknadeild,Doktorspróf,21,38,59
920,2014,Matvæla- og næringarfræðideild,,22,87,109
921,2014,Matvæla- og næringarfræðideild,Grunnnám,16,34,50
922,2014,Matvæla- og næringarfræðideild,Viðbótarnám,0,0,0
923,2014,Matvæla- og næringarfræðideild,Meistarapróf,4,45,49
924,2014,Matvæla- og næringarfræðideild,Doktorspróf,2,8,10
925,2014,Sálfræðideild,,108,271,379
926,2014,Sálfræðideild,Grunnnám,91,216,307
927,2014,Sálfræðideild,Viðbótarnám,0,0,0
928,2014,Sálfræðideild,Meistarapróf,13,49,62
929,2014,Sálfræðideild,Doktorspróf,4,6,10
930,2014,Tannlæknadeild,,14,33,47
931,2014,Tannlæknadeild,Grunnnám,14,33,47
932,2014,Tannlæknadeild,Viðbótarnám,0,0,0
933,2014,Tannlæknadeild,Meistarapróf,0,0,0
934,2014,Tannlæknadeild,Doktorspróf,0,0,0
935,2014,"Deild erlendra tungumála, bókmennta og málvísinda",,162,417,579
936,2014,"Deild erlendra tungumála, bókmennta og málvísinda",Grunnnám,133,342,475
937,2014,"Deild erlendra tungumála, bókmennta og málvísinda",Viðbótarnám,0,0,0
938,2014,"Deild erlendra tungumála, bókmennta og málvísinda",Meistarapróf,26,69,95
939,2014,"Deild erlendra tungumála, bókmennta og málvísinda",Doktorspróf,3,6,9
940,2014,Guðfræði- og trúarbragðafræðideild,,37,65,102
941,2014,Guðfræði- og trúarbragðafræðideild,Grunnnám,16,32,48
942,2014,Guðfræði- og trúarbragðafræðideild,Viðbótarnám,1,6,7
943,2014,Guðfræði- og trúarbragðafræðideild,Meistarapróf,17,21,38
944,2014,Guðfræði- og trúarbragðafræðideild,Doktorspróf,3,6,9
945,2014,Íslensku- og menningardeild,,200,572,772
946,2014,Íslensku- og menningardeild,Grunnnám,100,308,408
947,2014,Íslensku- og menningardeild,Viðbótarnám,3,8,11
948,2014,Íslensku- og menningardeild,Meistarapróf,83,231,314
949,2014,Íslensku- og menningardeild,Doktorspróf,14,25,39
950,2014,Sagnfræði- og heimspekideild,,234,200,434
951,2014,Sagnfræði- og heimspekideild,Grunnnám,138,91,229
952,2014,Sagnfræði- og heimspekideild,Viðbótarnám,1,2,3
953,2014,Sagnfræði- og heimspekideild,Meistarapróf,77,92,169
954,2014,Sagnfræði- og heimspekideild,Doktorspróf,18,15,33
955,2014,"Íþrótta-, tómstunda- og þroskaþjálfadeild",,99,229,328
956,2014,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Grunnnám,55,170,225
957,2014,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Viðbótarnám,3,10,13
958,2014,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Meistarapróf,41,49,90
959,2014,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Doktorspróf,0,0,0
960,2014,Kennaradeild,,105,590,695
961,2014,Kennaradeild,Grunnnám,49,245,294
962,2014,Kennaradeild,Viðbótarnám,15,55,70
963,2014,Kennaradeild,Meistarapróf,41,290,331
964,2014,Kennaradeild,Doktorspróf,0,0,0
965,2014,Uppeldis- og menntunarfræðideild,,87,511,701
966,2014,Uppeldis- og menntunarfræðideild,Grunnnám,61,357,103
967,2014,Uppeldis- og menntunarfræðideild,Viðbótarnám,61,357,418
968,2014,Uppeldis- og menntunarfræðideild,Meistarapróf,8,95,103
969,2014,Uppeldis- og menntunarfræðideild,Doktorspróf,18,59,77
970,2014,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",,393,122,515
971,2014,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Grunnnám,302,94,396
972,2014,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Viðbótarnám,0,0,0
973,2014,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Meistarapróf,86,24,110
974,2014,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Doktorspróf,5,4,9
975,2014,Jarðvísindadeild,,110,110,220
976,2014,Jarðvísindadeild,Grunnnám,66,63,129
977,2014,Jarðvísindadeild,Viðbótarnám,0,0,0
978,2014,Jarðvísindadeild,Meistarapróf,30,35,65
979,2014,Jarðvísindadeild,Doktorspróf,14,12,26
980,2014,Líf- og umhverfisvísindadeild,,167,214,381
981,2014,Líf- og umhverfisvísindadeild,Grunnnám,86,133,219
982,2014,Líf- og umhverfisvísindadeild,Viðbótarnám,0,0,0
983,2014,Líf- og umhverfisvísindadeild,Meistarapróf,54,57,111
984,2014,Líf- og umhverfisvísindadeild,Doktorspróf,27,24,51
985,2014,Rafmagns- og tölvuverkfræðideild,,78,6,84
986,2014,Rafmagns- og tölvuverkfræðideild,Grunnnám,58,5,63
987,2014,Rafmagns- og tölvuverkfræðideild,Viðbótarnám,0,0,0
988,2014,Rafmagns- og tölvuverkfræðideild,Meistarapróf,13,1,14
989,2014,Rafmagns- og tölvuverkfræðideild,Doktorspróf,7,0,7
990,2014,Raunvísindadeild,,158,86,244
991,2014,Raunvísindadeild,Grunnnám,102,61,163
992,2014,Raunvísindadeild,Viðbótarnám,0,0,0
993,2014,Raunvísindadeild,Meistarapróf,38,16,54
994,2014,Raunvísindadeild,Doktorspróf,18,9,27
995,2014,Umhverfis- og byggingaverkfræðideild,,83,62,145
996,2014,Umhverfis- og byggingaverkfræðideild,Grunnnám,43,30,73
997,2014,Umhverfis- og byggingaverkfræðideild,Viðbótarnám,0,0,0
998,2014,Umhverfis- og byggingaverkfræðideild,Meistarapróf,37,27,64
999,2014,Umhverfis- og byggingaverkfræðideild,Doktorspróf,3,5,8
1000,2015,Félags- og mannvísindadeild,,190,859,1049
1001,2015,Félags- og mannvísindadeild,Grunnnám,134,441,575
1002,2015,Félags- og mannvísindadeild,Viðbótarnám,17,116,133
1003,2015,Félags- og mannvísindadeild,Meistarapróf,30,261,291
1004,2015,Félags- og mannvísindadeild,Doktorspróf,9,41,50
1005,2015,Félagsráðgjafardeild,,31,361,392
1006,2015,Félagsráðgjafardeild,Grunnnám,25,253,278
1007,2015,Félagsráðgjafardeild,Viðbótarnám,0,15,15
1008,2015,Félagsráðgjafardeild,Meistarapróf,6,90,96
1009,2015,Félagsráðgjafardeild,Doktorspróf,0,3,3
1010,2015,Hagfræðideild,,124,94,218
1011,2015,Hagfræðideild,Grunnnám,78,59,137
1012,2015,Hagfræðideild,Viðbótarnám,9,20,29
1013,2015,Hagfræðideild,Meistarapróf,33,11,44
1014,2015,Hagfræðideild,Doktorspróf,4,4,8
1015,2015,Lagadeild,,282,336,618
1016,2015,Lagadeild,Grunnnám,178,216,394
1017,2015,Lagadeild,Viðbótarnám,0,0,0
1018,2015,Lagadeild,Meistarapróf,99,115,214
1019,2015,Lagadeild,Doktorspróf,5,5,10
1020,2015,Stjórnmálafræðideild,,226,423,649
1021,2015,Stjórnmálafræðideild,Grunnnám,126,107,233
1022,2015,Stjórnmálafræðideild,Viðbótarnám,35,161,196
1023,2015,Stjórnmálafræðideild,Meistarapróf,62,148,210
1024,2015,Stjórnmálafræðideild,Doktorspróf,3,7,10
1025,2015,Viðskiptafræðideild,,598,798,1396
1026,2015,Viðskiptafræðideild,Grunnnám,394,424,818
1027,2015,Viðskiptafræðideild,Viðbótarnám,30,28,58
1028,2015,Viðskiptafræðideild,Meistarapróf,169,339,508
1029,2015,Viðskiptafræðideild,Doktorspróf,5,7,12
1030,2015,Hjúkrunarfræðideild,,5,431,436
1031,2015,Hjúkrunarfræðideild,Grunnnám,1,320,321
1032,2015,Hjúkrunarfræðideild,Viðbótarnám,1,39,40
1033,2015,Hjúkrunarfræðideild,Meistarapróf,3,63,66
1034,2015,Hjúkrunarfræðideild,Doktorspróf,0,9,9
1035,2015,Lyfjafræðideild,,50,134,184
1036,2015,Lyfjafræðideild,Grunnnám,40,93,133
1037,2015,Lyfjafræðideild,Viðbótarnám,0,0,0
1038,2015,Lyfjafræðideild,Meistarapróf,5,27,32
1039,2015,Lyfjafræðideild,Doktorspróf,5,14,19
1040,2015,Læknadeild,,228,441,669
1041,2015,Læknadeild,Grunnnám,119,260,379
1042,2015,Læknadeild,Viðbótarnám,67,92,159
1043,2015,Læknadeild,Meistarapróf,19,44,63
1044,2015,Læknadeild,Doktorspróf,23,45,68
1045,2015,Matvæla- og næringarfræðideild,,27,115,142
1046,2015,Matvæla- og næringarfræðideild,Grunnnám,21,78,99
1047,2015,Matvæla- og næringarfræðideild,Viðbótarnám,0,0,0
1048,2015,Matvæla- og næringarfræðideild,Meistarapróf,4,31,35
1049,2015,Matvæla- og næringarfræðideild,Doktorspróf,2,6,8
1050,2015,Sálfræðideild,,153,416,569
1051,2015,Sálfræðideild,Grunnnám,136,369,505
1052,2015,Sálfræðideild,Viðbótarnám,0,0,0
1053,2015,Sálfræðideild,Meistarapróf,5,9,14
1054,2015,Sálfræðideild,Doktorspróf,12,38,50
1055,2015,Tannlæknadeild,,15,46,61
1056,2015,Tannlæknadeild,Grunnnám,14,46,60
1057,2015,Tannlæknadeild,Viðbótarnám,0,0,0
1058,2015,Tannlæknadeild,Meistarapróf,1,0,1
1059,2015,Tannlæknadeild,Doktorspróf,0,0,0
1060,2015,"Deild erlendra tungumála, bókmennta og málvísinda",,230,564,794
1061,2015,"Deild erlendra tungumála, bókmennta og málvísinda",Grunnnám,202,496,698
1062,2015,"Deild erlendra tungumála, bókmennta og málvísinda",Viðbótarnám,0,0,0
1063,2015,"Deild erlendra tungumála, bókmennta og málvísinda",Meistarapróf,25,60,85
1064,2015,"Deild erlendra tungumála, bókmennta og málvísinda",Doktorspróf,3,8,11
1065,2015,Guðfræði- og trúarbragðafræðideild,,34,57,91
1066,2015,Guðfræði- og trúarbragðafræðideild,Grunnnám,22,32,54
1067,2015,Guðfræði- og trúarbragðafræðideild,Viðbótarnám,0,9,9
1068,2015,Guðfræði- og trúarbragðafræðideild,Meistarapróf,9,12,21
1069,2015,Guðfræði- og trúarbragðafræðideild,Doktorspróf,3,4,7
1070,2015,Íslensku- og menningardeild,,264,714,978
1071,2015,Íslensku- og menningardeild,Grunnnám,171,489,660
1072,2015,Íslensku- og menningardeild,Viðbótarnám,3,8,11
1073,2015,Íslensku- og menningardeild,Meistarapróf,72,189,261
1074,2015,Íslensku- og menningardeild,Doktorspróf,18,28,46
1075,2015,Sagnfræði- og heimspekideild,,290,235,525
1076,2015,Sagnfræði- og heimspekideild,Grunnnám,209,134,343
1077,2015,Sagnfræði- og heimspekideild,Viðbótarnám,6,8,14
1078,2015,Sagnfræði- og heimspekideild,Meistarapróf,62,76,138
1079,2015,Sagnfræði- og heimspekideild,Doktorspróf,13,17,30
1080,2015,"Íþrótta-, tómstunda- og þroskaþjálfadeild",,139,315,454
1081,2015,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Grunnnám,111,258,369
1082,2015,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Viðbótarnám,1,3,4
1083,2015,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Meistarapróf,27,54,81
1084,2015,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Doktorspróf,0,0,0
1085,2015,Kennaradeild,,151,770,921
1086,2015,Kennaradeild,Grunnnám,96,419,515
1087,2015,Kennaradeild,Viðbótarnám,11,40,51
1088,2015,Kennaradeild,Meistarapróf,44,311,355
1089,2015,Kennaradeild,Doktorspróf,0,0,0
1090,2015,Uppeldis- og menntunarfræðideild,,60,519,579
1091,2015,Uppeldis- og menntunarfræðideild,Grunnnám,45,332,377
1092,2015,Uppeldis- og menntunarfræðideild,Viðbótarnám,0,0,0
1093,2015,Uppeldis- og menntunarfræðideild,Meistarapróf,14,181,195
1094,2015,Uppeldis- og menntunarfræðideild,Doktorspróf,1,6,7
1095,2015,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",,672,233,905
1096,2015,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Grunnnám,591,214,805
1097,2015,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Viðbótarnám,0,0,0
1098,2015,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Meistarapróf,76,14,90
1099,2015,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Doktorspróf,5,5,10
1100,2015,Jarðvísindadeild,,102,124,226
1101,2015,Jarðvísindadeild,Grunnnám,70,92,162
1102,2015,Jarðvísindadeild,Viðbótarnám,0,0,0
1103,2015,Jarðvísindadeild,Meistarapróf,19,17,36
1104,2015,Jarðvísindadeild,Doktorspróf,13,15,28
1105,2015,Líf- og umhverfisvísindadeild,,196,345,541
1106,2015,Líf- og umhverfisvísindadeild,Grunnnám,139,280,419
1107,2015,Líf- og umhverfisvísindadeild,Viðbótarnám,0,0,0
1108,2015,Líf- og umhverfisvísindadeild,Meistarapróf,27,41,68
1109,2015,Líf- og umhverfisvísindadeild,Doktorspróf,30,24,54
1110,2015,Rafmagns- og tölvuverkfræðideild,,140,18,158
1111,2015,Rafmagns- og tölvuverkfræðideild,Grunnnám,131,17,148
1112,2015,Rafmagns- og tölvuverkfræðideild,Viðbótarnám,0,0,0
1113,2015,Rafmagns- og tölvuverkfræðideild,Meistarapróf,3,1,4
1114,2015,Rafmagns- og tölvuverkfræðideild,Doktorspróf,6,0,6
1115,2015,Raunvísindadeild,,200,133,333
1116,2015,Raunvísindadeild,Grunnnám,167,118,285
1117,2015,Raunvísindadeild,Viðbótarnám,0,0,0
1118,2015,Raunvísindadeild,Meistarapróf,13,9,22
1119,2015,Raunvísindadeild,Doktorspróf,20,6,26
1120,2015,Umhverfis- og byggingaverkfræðideild,,89,71,160
1121,2015,Umhverfis- og byggingaverkfræðideild,Grunnnám,54,44,98
1122,2015,Umhverfis- og byggingaverkfræðideild,Viðbótarnám,0,0,0
1123,2015,Umhverfis- og byggingaverkfræðideild,Meistarapróf,33,21,54
1124,2015,Umhverfis- og byggingaverkfræðideild,Doktorspróf,2,6,8
1125,2016,Félags- og mannvísindadeild,,192,833,1025
1126,2016,Félags- og mannvísindadeild,Grunnnám,124,410,534
1127,2016,Félags- og mannvísindadeild,Viðbótarnám,14,102,116
1128,2016,Félags- og mannvísindadeild,Meistarapróf,44,285,329
1129,2016,Félags- og mannvísindadeild,Doktorspróf,10,36,46
1130,2016,Félagsráðgjafardeild,,33,394,427
1131,2016,Félagsráðgjafardeild,Grunnnám,23,255,278
1132,2016,Félagsráðgjafardeild,Viðbótarnám,4,36,40
1133,2016,Félagsráðgjafardeild,Meistarapróf,6,100,106
1134,2016,Félagsráðgjafardeild,Doktorspróf,0,3,3
1135,2016,Hagfræðideild,,124,88,212
1136,2016,Hagfræðideild,Grunnnám,83,51,134
1137,2016,Hagfræðideild,Viðbótarnám,6,18,24
1138,2016,Hagfræðideild,Meistarapróf,34,17,51
1139,2016,Hagfræðideild,Doktorspróf,1,2,3
1140,2016,Lagadeild,,257,318,575
1141,2016,Lagadeild,Grunnnám,154,200,354
1142,2016,Lagadeild,Viðbótarnám,0,0,0
1143,2016,Lagadeild,Meistarapróf,99,116,215
1144,2016,Lagadeild,Doktorspróf,4,2,6
1145,2016,Stjórnmálafræðideild,,250,449,699
1146,2016,Stjórnmálafræðideild,Grunnnám,121,137,258
1147,2016,Stjórnmálafræðideild,Viðbótarnám,68,161,229
1148,2016,Stjórnmálafræðideild,Meistarapróf,58,145,203
1149,2016,Stjórnmálafræðideild,Doktorspróf,3,6,9
1150,2016,Viðskiptafræðideild,,626,807,1433
1151,2016,Viðskiptafræðideild,Grunnnám,441,447,888
1152,2016,Viðskiptafræðideild,Viðbótarnám,37,38,75
1153,2016,Viðskiptafræðideild,Meistarapróf,146,314,460
1154,2016,Viðskiptafræðideild,Doktorspróf,2,8,10
1155,2016,Hjúkrunarfræðideild,,12,492,504
1156,2016,Hjúkrunarfræðideild,Grunnnám,7,327,334
1157,2016,Hjúkrunarfræðideild,Viðbótarnám,1,86,87
1158,2016,Hjúkrunarfræðideild,Meistarapróf,4,68,72
1159,2016,Hjúkrunarfræðideild,Doktorspróf,0,11,11
1160,2016,Lyfjafræðideild,,61,159,220
1161,2016,Lyfjafræðideild,Grunnnám,43,98,141
1162,2016,Lyfjafræðideild,Viðbótarnám,0,0,0
1163,2016,Lyfjafræðideild,Meistarapróf,14,49,63
1164,2016,Lyfjafræðideild,Doktorspróf,4,12,16
1165,2016,Læknadeild,,267,518,785
1166,2016,Læknadeild,Grunnnám,134,297,431
1167,2016,Læknadeild,Viðbótarnám,68,98,166
1168,2016,Læknadeild,Meistarapróf,42,78,120
1169,2016,Læknadeild,Doktorspróf,23,45,68
1170,2016,Matvæla- og næringarfræðideild,,22,105,127
1171,2016,Matvæla- og næringarfræðideild,Grunnnám,15,60,75
1172,2016,Matvæla- og næringarfræðideild,Viðbótarnám,0,0,0
1173,2016,Matvæla- og næringarfræðideild,Meistarapróf,6,37,43
1174,2016,Matvæla- og næringarfræðideild,Doktorspróf,1,8,9
1175,2016,Sálfræðideild,,158,407,565
1176,2016,Sálfræðideild,Grunnnám,139,350,489
1177,2016,Sálfræðideild,Viðbótarnám,0,0,0
1178,2016,Sálfræðideild,Meistarapróf,16,50,66
1179,2016,Sálfræðideild,Doktorspróf,3,7,10
1180,2016,Tannlæknadeild,,20,57,77
1181,2016,Tannlæknadeild,Grunnnám,14,44,58
1182,2016,Tannlæknadeild,Viðbótarnám,0,0,0
1183,2016,Tannlæknadeild,Meistarapróf,5,12,17
1184,2016,Tannlæknadeild,Doktorspróf,1,1,2
1185,2016,"Deild erlendra tungumála, bókmennta og málvísinda",,230,552,782
1186,2016,"Deild erlendra tungumála, bókmennta og málvísinda",Grunnnám,197,466,663
1187,2016,"Deild erlendra tungumála, bókmennta og málvísinda",Viðbótarnám,4,11,15
1188,2016,"Deild erlendra tungumála, bókmennta og málvísinda",Meistarapróf,24,68,92
1189,2016,"Deild erlendra tungumála, bókmennta og málvísinda",Doktorspróf,5,7,12
1190,2016,Guðfræði- og trúarbragðafræðideild,,46,64,110
1191,2016,Guðfræði- og trúarbragðafræðideild,Grunnnám,26,28,54
1192,2016,Guðfræði- og trúarbragðafræðideild,Viðbótarnám,0,7,7
1193,2016,Guðfræði- og trúarbragðafræðideild,Meistarapróf,18,24,42
1194,2016,Guðfræði- og trúarbragðafræðideild,Doktorspróf,2,5,7
1195,2016,Íslensku- og menningardeild,,306,756,1062
1196,2016,Íslensku- og menningardeild,Grunnnám,186,497,683
1197,2016,Íslensku- og menningardeild,Viðbótarnám,2,7,9
1198,2016,Íslensku- og menningardeild,Meistarapróf,96,220,316
1199,2016,Íslensku- og menningardeild,Doktorspróf,22,32,54
1200,2016,Sagnfræði- og heimspekideild,,275,228,503
1201,2016,Sagnfræði- og heimspekideild,Grunnnám,189,123,312
1202,2016,Sagnfræði- og heimspekideild,Viðbótarnám,0,6,6
1203,2016,Sagnfræði- og heimspekideild,Meistarapróf,71,79,150
1204,2016,Sagnfræði- og heimspekideild,Doktorspróf,15,20,35
1205,2016,"Íþrótta-, tómstunda- og þroskaþjálfadeild",,134,323,457
1206,2016,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Grunnnám,107,283,390
1207,2016,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Viðbótarnám,2,3,5
1208,2016,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Meistarapróf,25,37,62
1209,2016,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Doktorspróf,0,0,0
1210,2016,Kennaradeild,,156,859,1015
1211,2016,Kennaradeild,Grunnnám,88,447,535
1212,2016,Kennaradeild,Viðbótarnám,32,90,122
1213,2016,Kennaradeild,Meistarapróf,36,322,358
1214,2016,Kennaradeild,Doktorspróf,0,0,0
1215,2016,Uppeldis- og menntunarfræðideild,,69,542,611
1216,2016,Uppeldis- og menntunarfræðideild,Grunnnám,17,171,188
1217,2016,Uppeldis- og menntunarfræðideild,Viðbótarnám,0,55,55
1218,2016,Uppeldis- og menntunarfræðideild,Meistarapróf,40,277,317
1219,2016,Uppeldis- og menntunarfræðideild,Doktorspróf,12,39,51
1220,2016,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",,579,219,798
1221,2016,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Grunnnám,579,219,798
1222,2016,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Viðbótarnám,0,0,0
1223,2016,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Meistarapróf,0,0,0
1224,2016,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Doktorspróf,0,0,0
1225,2016,Jarðvísindadeild,,72,93,165
1226,2016,Jarðvísindadeild,Grunnnám,72,93,165
1227,2016,Jarðvísindadeild,Viðbótarnám,0,0,0
1228,2016,Jarðvísindadeild,Meistarapróf,0,0,0
1229,2016,Jarðvísindadeild,Doktorspróf,0,0,0
1230,2016,Líf- og umhverfisvísindadeild,,140,308,448
1231,2016,Líf- og umhverfisvísindadeild,Grunnnám,140,308,448
1232,2016,Líf- og umhverfisvísindadeild,Viðbótarnám,0,0,0
1233,2016,Líf- og umhverfisvísindadeild,Meistarapróf,0,0,0
1234,2016,Líf- og umhverfisvísindadeild,Doktorspróf,0,0,0
1235,2016,Rafmagns- og tölvuverkfræðideild,,105,27,132
1236,2016,Rafmagns- og tölvuverkfræðideild,Grunnnám,105,27,132
1237,2016,Rafmagns- og tölvuverkfræðideild,Viðbótarnám,0,0,0
1238,2016,Rafmagns- og tölvuverkfræðideild,Meistarapróf,0,0,0
1239,2016,Rafmagns- og tölvuverkfræðideild,Doktorspróf,0,0,0
1240,2016,Raunvísindadeild,,170,117,287
1241,2016,Raunvísindadeild,Grunnnám,170,117,287
1242,2016,Raunvísindadeild,Viðbótarnám,0,0,0
1243,2016,Raunvísindadeild,Meistarapróf,0,0,0
1244,2016,Raunvísindadeild,Doktorspróf,0,0,0
1245,2016,Umhverfis- og byggingaverkfræðideild,,51,37,88
1246,2016,Umhverfis- og byggingaverkfræðideild,Grunnnám,51,37,88
1247,2016,Umhverfis- og byggingaverkfræðideild,Viðbótarnám,0,0,0
1248,2016,Umhverfis- og byggingaverkfræðideild,Meistarapróf,0,0,0
1249,2016,Umhverfis- og byggingaverkfræðideild,Doktorspróf,0,0,0
1250,2017,Félags- og mannvísindadeild,,167,721,888
1251,2017,Félags- og mannvísindadeild,Grunnnám,98,328,426
1252,2017,Félags- og mannvísindadeild,Viðbótarnám,13,84,97
1253,2017,Félags- og mannvísindadeild,Meistarapróf,47,264,311
1254,2017,Félags- og mannvísindadeild,Doktorspróf,9,45,54
1255,2017,Félagsráðgjafardeild,,41,370,411
1256,2017,Félagsráðgjafardeild,Grunnnám,27,236,263
1257,2017,Félagsráðgjafardeild,Viðbótarnám,5,53,58
1258,2017,Félagsráðgjafardeild,Meistarapróf,9,78,87
1259,2017,Félagsráðgjafardeild,Doktorspróf,0,3,3
1260,2017,Hagfræðideild,,106,81,187
1261,2017,Hagfræðideild,Grunnnám,77,53,130
1262,2017,Hagfræðideild,Viðbótarnám,7,4,11
1263,2017,Hagfræðideild,Meistarapróf,18,20,38
1264,2017,Hagfræðideild,Doktorspróf,4,4,8
1265,2017,Lagadeild,,214,301,515
1266,2017,Lagadeild,Grunnnám,123,166,289
1267,2017,Lagadeild,Viðbótarnám,0,0,0
1268,2017,Lagadeild,Meistarapróf,88,132,220
1269,2017,Lagadeild,Doktorspróf,3,3,6
1270,2017,Stjórnmálafræðideild,,232,452,684
