,Year,Braut,tegund_nams,kk,kv,samtals_inn
429,2010,Sálfræðideild,Doktorspróf,1,3,4
430,2010,Tannlæknadeild,,12,27,39
431,2010,Tannlæknadeild,Grunnnám,8,25,33
432,2010,Tannlæknadeild,Viðbótarnám,0,0,0
433,2010,Tannlæknadeild,Meistarapróf,3,2,5
434,2010,Tannlæknadeild,Doktorspróf,1,0,1
435,2010,"Deild erlendra tungumála, bókmennta og málvísinda",,124,360,484
436,2010,"Deild erlendra tungumála, bókmennta og málvísinda",Grunnnám,115,302,417
437,2010,"Deild erlendra tungumála, bókmennta og málvísinda",Viðbótarnám,0,0,0
438,2010,"Deild erlendra tungumála, bókmennta og málvísinda",Meistarapróf,9,53,62
439,2010,"Deild erlendra tungumála, bókmennta og málvísinda",Doktorspróf,0,5,5
440,2010,Guðfræði- og trúarbragðafræðideild,,33,57,90
441,2010,Guðfræði- og trúarbragðafræðideild,Grunnnám,25,42,67
442,2010,Guðfræði- og trúarbragðafræðideild,Viðbótarnám,0,7,7
443,2010,Guðfræði- og trúarbragðafræðideild,Meistarapróf,6,3,9
444,2010,Guðfræði- og trúarbragðafræðideild,Doktorspróf,2,5,7
445,2010,Íslensku- og menningardeild,,142,432,574
446,2010,Íslensku- og menningardeild,Grunnnám,90,290,380
447,2010,Íslensku- og menningardeild,Viðbótarnám,1,13,14
448,2010,Íslensku- og menningardeild,Meistarapróf,40,112,152
449,2010,Íslensku- og menningardeild,Doktorspróf,11,17,28
450,2010,Sagnfræði- og heimspekideild,,221,235,456
451,2010,Sagnfræði- og heimspekideild,Grunnnám,152,108,260
452,2010,Sagnfræði- og heimspekideild,Viðbótarnám,0,0,0
453,2010,Sagnfræði- og heimspekideild,Meistarapróf,55,113,168
454,2010,Sagnfræði- og heimspekideild,Doktorspróf,14,14,28
455,2010,"Íþrótta-, tómstunda- og þroskaþjálfadeild",,98,256,354
456,2010,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Grunnnám,75,207,282
457,2010,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Viðbótarnám,0,0,0
458,2010,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Meistarapróf,23,49,72
459,2010,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Doktorspróf,0,0,0
460,2010,Kennaradeild,,176,1007,1183
461,2010,Kennaradeild,Grunnnám,99,653,752
462,2010,Kennaradeild,Viðbótarnám,0,0,0
463,2010,Kennaradeild,Meistarapróf,44,122,166
464,2010,Kennaradeild,Doktorspróf,33,232,265
465,2010,Uppeldis- og menntunarfræðideild,,70,418,488
466,2010,Uppeldis- og menntunarfræðideild,Grunnnám,2,48,50
467,2010,Uppeldis- og menntunarfræðideild,Viðbótarnám,1,2,3
468,2010,Uppeldis- og menntunarfræðideild,Meistarapróf,65,358,423
469,2010,Uppeldis- og menntunarfræðideild,Doktorspróf,2,10,12
470,2010,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",,345,156,501
471,2010,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Grunnnám,215,78,293
472,2010,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Viðbótarnám,0,0,0
473,2010,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Meistarapróf,123,74,197
474,2010,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Doktorspróf,7,4,11
475,2010,Jarðvísindadeild,,50,57,126
476,2010,Jarðvísindadeild,Grunnnám,18,34,52
477,2010,Jarðvísindadeild,Viðbótarnám,0,0,36
478,2010,Jarðvísindadeild,Meistarapróf,21,15,19
479,2010,Jarðvísindadeild,Doktorspróf,11,8,19
480,2010,Líf- og umhverfisvísindadeild,,124,208,332
481,2010,Líf- og umhverfisvísindadeild,Grunnnám,83,145,228
482,2010,Líf- og umhverfisvísindadeild,Viðbótarnám,1,1,2
483,2010,Líf- og umhverfisvísindadeild,Meistarapróf,19,34,53
484,2010,Líf- og umhverfisvísindadeild,Doktorspróf,21,28,49
485,2010,Rafmagns- og tölvuverkfræðideild,,67,13,80
486,2010,Rafmagns- og tölvuverkfræðideild,Grunnnám,51,7,58
487,2010,Rafmagns- og tölvuverkfræðideild,Viðbótarnám,0,0,0
488,2010,Rafmagns- og tölvuverkfræðideild,Meistarapróf,11,2,13
489,2010,Rafmagns- og tölvuverkfræðideild,Doktorspróf,5,4,9
490,2010,Raunvísindadeild,,142,72,214
491,2010,Raunvísindadeild,Grunnnám,68,47,115
492,2010,Raunvísindadeild,Viðbótarnám,1,0,1
493,2010,Raunvísindadeild,Meistarapróf,39,15,54
494,2010,Raunvísindadeild,Doktorspróf,34,10,44
495,2010,Umhverfis- og byggingaverkfræðideild,,127,73,200
496,2010,Umhverfis- og byggingaverkfræðideild,Grunnnám,84,43,127
497,2010,Umhverfis- og byggingaverkfræðideild,Viðbótarnám,0,0,0
498,2010,Umhverfis- og byggingaverkfræðideild,Meistarapróf,40,23,63
499,2010,Umhverfis- og byggingaverkfræðideild,Doktorspróf,3,7,10
500,2011,Félags- og mannvísindadeild,,153,683,836
501,2011,Félags- og mannvísindadeild,Grunnnám,81,280,361
502,2011,Félags- og mannvísindadeild,Viðbótarnám,17,84,101
503,2011,Félags- og mannvísindadeild,Meistarapróf,39,282,321
504,2011,Félags- og mannvísindadeild,Doktorspróf,16,37,53
505,2011,Félagsráðgjafardeild,,24,291,315
506,2011,Félagsráðgjafardeild,Grunnnám,21,216,237
507,2011,Félagsráðgjafardeild,Viðbótarnám,0,8,8
508,2011,Félagsráðgjafardeild,Meistarapróf,3,63,66
509,2011,Félagsráðgjafardeild,Doktorspróf,0,4,4
510,2011,Hagfræðideild,,153,104,257
511,2011,Hagfræðideild,Grunnnám,98,62,160
512,2011,Hagfræðideild,Viðbótarnám,0,0,0
513,2011,Hagfræðideild,Meistarapróf,50,39,89
514,2011,Hagfræðideild,Doktorspróf,5,3,8
515,2011,Lagadeild,,235,265,500
516,2011,Lagadeild,Grunnnám,160,176,336
517,2011,Lagadeild,Viðbótarnám,0,0,0
518,2011,Lagadeild,Meistarapróf,72,87,159
519,2011,Lagadeild,Doktorspróf,3,2,5
520,2011,Stjórnmálafræðideild,,221,393,614
521,2011,Stjórnmálafræðideild,Grunnnám,96,87,183
522,2011,Stjórnmálafræðideild,Viðbótarnám,56,134,190
523,2011,Stjórnmálafræðideild,Meistarapróf,65,162,227
524,2011,Stjórnmálafræðideild,Doktorspróf,4,10,14
525,2011,Viðskiptafræðideild,,447,543,990
526,2011,Viðskiptafræðideild,Grunnnám,209,230,439
527,2011,Viðskiptafræðideild,Viðbótarnám,0,0,0
528,2011,Viðskiptafræðideild,Meistarapróf,233,305,538
529,2011,Viðskiptafræðideild,Doktorspróf,5,8,13
530,2011,Hjúkrunarfræðideild,,8,350,358
531,2011,Hjúkrunarfræðideild,Grunnnám,5,222,227
532,2011,Hjúkrunarfræðideild,Viðbótarnám,2,37,39
533,2011,Hjúkrunarfræðideild,Meistarapróf,1,82,83
534,2011,Hjúkrunarfræðideild,Doktorspróf,0,9,9
535,2011,Lyfjafræðideild,,23,80,103
536,2011,Lyfjafræðideild,Grunnnám,9,33,42
537,2011,Lyfjafræðideild,Viðbótarnám,0,0,0
538,2011,Lyfjafræðideild,Meistarapróf,11,35,46
539,2011,Lyfjafræðideild,Doktorspróf,3,12,15
540,2011,Læknadeild,,162,306,468
541,2011,Læknadeild,Grunnnám,123,206,329
542,2011,Læknadeild,Viðbótarnám,1,13,14
543,2011,Læknadeild,Meistarapróf,20,58,78
544,2011,Læknadeild,Doktorspróf,18,29,47
545,2011,Matvæla- og næringarfræðideild,,12,54,66
546,2011,Matvæla- og næringarfræðideild,Grunnnám,4,33,37
547,2011,Matvæla- og næringarfræðideild,Viðbótarnám,0,0,0
548,2011,Matvæla- og næringarfræðideild,Meistarapróf,6,12,18
549,2011,Matvæla- og næringarfræðideild,Doktorspróf,2,9,11
550,2011,Sálfræðideild,,117,295,412
551,2011,Sálfræðideild,Grunnnám,96,221,317
552,2011,Sálfræðideild,Viðbótarnám,0,0,0
553,2011,Sálfræðideild,Meistarapróf,19,69,88
554,2011,Sálfræðideild,Doktorspróf,2,5,7
555,2011,Tannlæknadeild,,11,33,44
556,2011,Tannlæknadeild,Grunnnám,8,31,39
557,2011,Tannlæknadeild,Viðbótarnám,0,0,0
558,2011,Tannlæknadeild,Meistarapróf,2,2,4
559,2011,Tannlæknadeild,Doktorspróf,1,0,1
560,2011,"Deild erlendra tungumála, bókmennta og málvísinda",,137,335,472
561,2011,"Deild erlendra tungumála, bókmennta og málvísinda",Grunnnám,124,279,403
562,2011,"Deild erlendra tungumála, bókmennta og málvísinda",Viðbótarnám,0,0,0
563,2011,"Deild erlendra tungumála, bókmennta og málvísinda",Meistarapróf,13,52,65
564,2011,"Deild erlendra tungumála, bókmennta og málvísinda",Doktorspróf,0,4,4
565,2011,Guðfræði- og trúarbragðafræðideild,,36,61,97
566,2011,Guðfræði- og trúarbragðafræðideild,Grunnnám,25,48,73
567,2011,Guðfræði- og trúarbragðafræðideild,Viðbótarnám,0,4,4
568,2011,Guðfræði- og trúarbragðafræðideild,Meistarapróf,10,3,13
569,2011,Guðfræði- og trúarbragðafræðideild,Doktorspróf,1,6,7
570,2011,Íslensku- og menningardeild,,171,501,672
571,2011,Íslensku- og menningardeild,Grunnnám,108,318,426
572,2011,Íslensku- og menningardeild,Viðbótarnám,0,13,13
573,2011,Íslensku- og menningardeild,Meistarapróf,52,151,203
574,2011,Íslensku- og menningardeild,Doktorspróf,11,19,30
575,2011,Sagnfræði- og heimspekideild,,246,234,480
576,2011,Sagnfræði- og heimspekideild,Grunnnám,168,102,270
577,2011,Sagnfræði- og heimspekideild,Viðbótarnám,3,5,8
578,2011,Sagnfræði- og heimspekideild,Meistarapróf,54,113,167
579,2011,Sagnfræði- og heimspekideild,Doktorspróf,21,14,35
580,2011,"Íþrótta-, tómstunda- og þroskaþjálfadeild",,88,244,332
581,2011,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Grunnnám,73,189,262
582,2011,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Viðbótarnám,0,0,0
583,2011,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Meistarapróf,15,55,70
584,2011,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Doktorspróf,0,0,0
585,2011,Kennaradeild,,171,838,1009
586,2011,Kennaradeild,Grunnnám,94,516,610
587,2011,Kennaradeild,Viðbótarnám,0,0,0
588,2011,Kennaradeild,Meistarapróf,48,122,170
589,2011,Kennaradeild,Doktorspróf,29,200,229
590,2011,Uppeldis- og menntunarfræðideild,,75,435,510
591,2011,Uppeldis- og menntunarfræðideild,Grunnnám,70,357,427
592,2011,Uppeldis- og menntunarfræðideild,Viðbótarnám,0,0,0
593,2011,Uppeldis- og menntunarfræðideild,Meistarapróf,3,69,72
594,2011,Uppeldis- og menntunarfræðideild,Doktorspróf,2,9,11
595,2011,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",,380,154,534
596,2011,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Grunnnám,241,79,320
597,2011,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Viðbótarnám,0,0,0
598,2011,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Meistarapróf,130,70,200
599,2011,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Doktorspróf,9,5,14
600,2011,Jarðvísindadeild,,53,62,115
601,2011,Jarðvísindadeild,Grunnnám,26,32,58
602,2011,Jarðvísindadeild,Viðbótarnám,0,0,0
603,2011,Jarðvísindadeild,Meistarapróf,15,21,36
604,2011,Jarðvísindadeild,Doktorspróf,12,9,21
605,2011,Líf- og umhverfisvísindadeild,,147,202,349
606,2011,Líf- og umhverfisvísindadeild,Grunnnám,101,148,249
607,2011,Líf- og umhverfisvísindadeild,Viðbótarnám,3,0,3
608,2011,Líf- og umhverfisvísindadeild,Meistarapróf,15,26,41
609,2011,Líf- og umhverfisvísindadeild,Doktorspróf,28,28,56
610,2011,Rafmagns- og tölvuverkfræðideild,,34,32,66
611,2011,Rafmagns- og tölvuverkfræðideild,Grunnnám,15,21,36
612,2011,Rafmagns- og tölvuverkfræðideild,Viðbótarnám,0,0,0
613,2011,Rafmagns- og tölvuverkfræðideild,Meistarapróf,12,9,21
614,2011,Rafmagns- og tölvuverkfræðideild,Doktorspróf,7,2,9
615,2011,Raunvísindadeild,,136,64,200
616,2011,Raunvísindadeild,Grunnnám,74,47,121
617,2011,Raunvísindadeild,Viðbótarnám,0,0,0
618,2011,Raunvísindadeild,Meistarapróf,32,7,39
619,2011,Raunvísindadeild,Doktorspróf,30,10,40
620,2011,Umhverfis- og byggingaverkfræðideild,,114,68,182
621,2011,Umhverfis- og byggingaverkfræðideild,Grunnnám,80,38,118
622,2011,Umhverfis- og byggingaverkfræðideild,Viðbótarnám,0,0,0
623,2011,Umhverfis- og byggingaverkfræðideild,Meistarapróf,31,20,51
624,2011,Umhverfis- og byggingaverkfræðideild,Doktorspróf,3,10,13
625,2012,Félags- og mannvísindadeild,,100,623,723
626,2012,Félags- og mannvísindadeild,Grunnnám,30,230,260
627,2012,Félags- og mannvísindadeild,Viðbótarnám,17,87,104
628,2012,Félags- og mannvísindadeild,Meistarapróf,41,269,310
629,2012,Félags- og mannvísindadeild,Doktorspróf,12,37,49
630,2012,Félagsráðgjafardeild,,31,337,368
631,2012,Félagsráðgjafardeild,Grunnnám,25,246,271
632,2012,Félagsráðgjafardeild,Viðbótarnám,0,5,5
633,2012,Félagsráðgjafardeild,Meistarapróf,6,82,88
634,2012,Félagsráðgjafardeild,Doktorspróf,0,4,4
635,2012,Hagfræðideild,,146,83,229
636,2012,Hagfræðideild,Grunnnám,94,51,145
637,2012,Hagfræðideild,Viðbótarnám,0,0,0
638,2012,Hagfræðideild,Meistarapróf,48,30,78
639,2012,Hagfræðideild,Doktorspróf,4,2,6
640,2012,Lagadeild,,257,281,538
641,2012,Lagadeild,Grunnnám,171,187,358
642,2012,Lagadeild,Viðbótarnám,0,0,0
643,2012,Lagadeild,Meistarapróf,82,90,172
644,2012,Lagadeild,Doktorspróf,4,4,8
645,2012,Stjórnmálafræðideild,,212,361,573
646,2012,Stjórnmálafræðideild,Grunnnám,90,66,156
647,2012,Stjórnmálafræðideild,Viðbótarnám,63,130,193
648,2012,Stjórnmálafræðideild,Meistarapróf,56,155,211
649,2012,Stjórnmálafræðideild,Doktorspróf,3,10,13
650,2012,Viðskiptafræðideild,,479,572,1051
651,2012,Viðskiptafræðideild,Grunnnám,221,229,450
652,2012,Viðskiptafræðideild,Viðbótarnám,0,0,0
653,2012,Viðskiptafræðideild,Meistarapróf,254,337,591
654,2012,Viðskiptafræðideild,Doktorspróf,4,6,10
655,2012,Hjúkrunarfræðideild,,5,375,380
656,2012,Hjúkrunarfræðideild,Grunnnám,4,257,261
657,2012,Hjúkrunarfræðideild,Viðbótarnám,1,39,40
658,2012,Hjúkrunarfræðideild,Meistarapróf,0,69,69
659,2012,Hjúkrunarfræðideild,Doktorspróf,0,10,10
660,2012,Lyfjafræðideild,,20,78,98
661,2012,Lyfjafræðideild,Grunnnám,8,35,43
662,2012,Lyfjafræðideild,Viðbótarnám,0,0,0
663,2012,Lyfjafræðideild,Meistarapróf,10,31,41
664,2012,Lyfjafræðideild,Doktorspróf,2,12,14
665,2012,Læknadeild,,165,300,465
666,2012,Læknadeild,Grunnnám,133,212,345
667,2012,Læknadeild,Viðbótarnám,1,11,12
668,2012,Læknadeild,Meistarapróf,19,52,71
669,2012,Læknadeild,Doktorspróf,12,25,37
670,2012,Matvæla- og næringarfræðideild,,10,54,64
671,2012,Matvæla- og næringarfræðideild,Grunnnám,7,33,40
672,2012,Matvæla- og næringarfræðideild,Viðbótarnám,0,0,0
673,2012,Matvæla- og næringarfræðideild,Meistarapróf,2,11,13
674,2012,Matvæla- og næringarfræðideild,Doktorspróf,1,10,11
675,2012,Sálfræðideild,,122,318,440
676,2012,Sálfræðideild,Grunnnám,101,247,348
677,2012,Sálfræðideild,Viðbótarnám,0,0,0
678,2012,Sálfræðideild,Meistarapróf,7,28,35
679,2012,Sálfræðideild,Doktorspróf,14,43,57
680,2012,Tannlæknadeild,,15,41,56
681,2012,Tannlæknadeild,Grunnnám,13,39,52
682,2012,Tannlæknadeild,Viðbótarnám,0,0,0
683,2012,Tannlæknadeild,Meistarapróf,2,2,4
684,2012,Tannlæknadeild,Doktorspróf,0,0,0
685,2012,"Deild erlendra tungumála, bókmennta og málvísinda",,166,377,543
686,2012,"Deild erlendra tungumála, bókmennta og málvísinda",Grunnnám,146,306,452
687,2012,"Deild erlendra tungumála, bókmennta og málvísinda",Viðbótarnám,0,0,0
688,2012,"Deild erlendra tungumála, bókmennta og málvísinda",Meistarapróf,20,66,86
689,2012,"Deild erlendra tungumála, bókmennta og málvísinda",Doktorspróf,0,5,5
690,2012,Guðfræði- og trúarbragðafræðideild,,29,63,92
691,2012,Guðfræði- og trúarbragðafræðideild,Grunnnám,16,39,55
692,2012,Guðfræði- og trúarbragðafræðideild,Viðbótarnám,0,4,4
693,2012,Guðfræði- og trúarbragðafræðideild,Meistarapróf,11,11,22
694,2012,Guðfræði- og trúarbragðafræðideild,Doktorspróf,2,9,11
695,2012,Íslensku- og menningardeild,,201,543,744
696,2012,Íslensku- og menningardeild,Grunnnám,118,335,453
697,2012,Íslensku- og menningardeild,Viðbótarnám,0,10,10
698,2012,Íslensku- og menningardeild,Meistarapróf,71,176,247
699,2012,Íslensku- og menningardeild,Doktorspróf,12,22,34
700,2012,Sagnfræði- og heimspekideild,,267,253,520
701,2012,Sagnfræði- og heimspekideild,Grunnnám,193,122,315
702,2012,Sagnfræði- og heimspekideild,Viðbótarnám,2,10,12
703,2012,Sagnfræði- og heimspekideild,Meistarapróf,50,106,156
704,2012,Sagnfræði- og heimspekideild,Doktorspróf,22,15,37
705,2012,"Íþrótta-, tómstunda- og þroskaþjálfadeild",,85,238,323
706,2012,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Grunnnám,56,184,240
707,2012,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Viðbótarnám,0,0,0
708,2012,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Meistarapróf,29,54,83
709,2012,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Doktorspróf,0,0,0
710,2012,Kennaradeild,,126,664,790
711,2012,Kennaradeild,Grunnnám,77,384,461
712,2012,Kennaradeild,Viðbótarnám,0,0,0
713,2012,Kennaradeild,Meistarapróf,19,73,92
714,2012,Kennaradeild,Doktorspróf,30,207,237
715,2012,Uppeldis- og menntunarfræðideild,,71,471,542
716,2012,Uppeldis- og menntunarfræðideild,Grunnnám,56,365,421
717,2012,Uppeldis- og menntunarfræðideild,Viðbótarnám,0,0,0
718,2012,Uppeldis- og menntunarfræðideild,Meistarapróf,9,93,102
719,2012,Uppeldis- og menntunarfræðideild,Doktorspróf,6,13,19
720,2012,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",,327,133,460
721,2012,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Grunnnám,236,90,326
722,2012,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Viðbótarnám,0,0,0
723,2012,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Meistarapróf,86,35,121
724,2012,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Doktorspróf,5,8,13
725,2012,Jarðvísindadeild,,78,75,153
726,2012,Jarðvísindadeild,Grunnnám,51,48,99
727,2012,Jarðvísindadeild,Viðbótarnám,0,0,0
728,2012,Jarðvísindadeild,Meistarapróf,14,17,31
729,2012,Jarðvísindadeild,Doktorspróf,13,10,23
730,2012,Líf- og umhverfisvísindadeild,,144,215,359
731,2012,Líf- og umhverfisvísindadeild,Grunnnám,102,153,255
732,2012,Líf- og umhverfisvísindadeild,Viðbótarnám,1,2,3
733,2012,Líf- og umhverfisvísindadeild,Meistarapróf,14,28,42
734,2012,Líf- og umhverfisvísindadeild,Doktorspróf,27,32,59
735,2012,Rafmagns- og tölvuverkfræðideild,,55,9,64
736,2012,Rafmagns- og tölvuverkfræðideild,Grunnnám,46,6,52
737,2012,Rafmagns- og tölvuverkfræðideild,Viðbótarnám,0,0,0
738,2012,Rafmagns- og tölvuverkfræðideild,Meistarapróf,5,2,7
739,2012,Rafmagns- og tölvuverkfræðideild,Doktorspróf,4,1,5
740,2012,Raunvísindadeild,,133,63,196
741,2012,Raunvísindadeild,Grunnnám,90,48,138
742,2012,Raunvísindadeild,Viðbótarnám,0,1,1
743,2012,Raunvísindadeild,Meistarapróf,18,7,25
744,2012,Raunvísindadeild,Doktorspróf,25,7,32
745,2012,Umhverfis- og byggingaverkfræðideild,,97,61,158
746,2012,Umhverfis- og byggingaverkfræðideild,Grunnnám,67,32,99
747,2012,Umhverfis- og byggingaverkfræðideild,Viðbótarnám,0,0,0
748,2012,Umhverfis- og byggingaverkfræðideild,Meistarapróf,27,21,48
749,2012,Umhverfis- og byggingaverkfræðideild,Doktorspróf,3,8,11
750,2013,Félags- og mannvísindadeild,,168,741,909
751,2013,Félags- og mannvísindadeild,Grunnnám,98,339,437
752,2013,Félags- og mannvísindadeild,Viðbótarnám,16,103,119
753,2013,Félags- og mannvísindadeild,Meistarapróf,42,260,302
754,2013,Félags- og mannvísindadeild,Doktorspróf,12,39,51
755,2013,Félagsráðgjafardeild,,34,355,389
756,2013,Félagsráðgjafardeild,Grunnnám,27,259,286
757,2013,Félagsráðgjafardeild,Viðbótarnám,0,9,9
758,2013,Félagsráðgjafardeild,Meistarapróf,7,83,90
759,2013,Félagsráðgjafardeild,Doktorspróf,0,4,4
760,2013,Hagfræðideild,,166,127,293
761,2013,Hagfræðideild,Grunnnám,121,99,220
762,2013,Hagfræðideild,Viðbótarnám,4,6,10
763,2013,Hagfræðideild,Meistarapróf,37,20,57
764,2013,Hagfræðideild,Doktorspróf,4,2,6
765,2013,Lagadeild,,248,303,551
766,2013,Lagadeild,Grunnnám,155,185,340
767,2013,Lagadeild,Viðbótarnám,0,0,0
768,2013,Lagadeild,Meistarapróf,89,113,202
769,2013,Lagadeild,Doktorspróf,4,5,9
770,2013,Stjórnmálafræðideild,,194,332,526
771,2013,Stjórnmálafræðideild,Grunnnám,80,67,147
772,2013,Stjórnmálafræðideild,Viðbótarnám,63,122,185
773,2013,Stjórnmálafræðideild,Meistarapróf,50,136,186
774,2013,Stjórnmálafræðideild,Doktorspróf,1,7,8
775,2013,Viðskiptafræðideild,,506,597,1103
776,2013,Viðskiptafræðideild,Grunnnám,273,276,549
777,2013,Viðskiptafræðideild,Viðbótarnám,0,0,0
778,2013,Viðskiptafræðideild,Meistarapróf,228,313,541
779,2013,Viðskiptafræðideild,Doktorspróf,5,8,13
780,2013,Hjúkrunarfræðideild,,6,345,351
781,2013,Hjúkrunarfræðideild,Grunnnám,3,261,264
782,2013,Hjúkrunarfræðideild,Viðbótarnám,0,20,20
783,2013,Hjúkrunarfræðideild,Meistarapróf,3,53,56
784,2013,Hjúkrunarfræðideild,Doktorspróf,0,11,11
785,2013,Lyfjafræðideild,,20,74,94
786,2013,Lyfjafræðideild,Grunnnám,9,36,45
787,2013,Lyfjafræðideild,Viðbótarnám,0,0,0
788,2013,Lyfjafræðideild,Meistarapróf,8,28,36
789,2013,Lyfjafræðideild,Doktorspróf,3,10,13
790,2013,Læknadeild,,172,322,494
791,2013,Læknadeild,Grunnnám,77,147,224
792,2013,Læknadeild,Viðbótarnám,0,13,13
793,2013,Læknadeild,Meistarapróf,21,47,68
794,2013,Læknadeild,Doktorspróf,74,115,189
795,2013,Matvæla- og næringarfræðideild,,11,68,79
796,2013,Matvæla- og næringarfræðideild,Grunnnám,7,29,36
797,2013,Matvæla- og næringarfræðideild,Viðbótarnám,0,0,0
798,2013,Matvæla- og næringarfræðideild,Meistarapróf,1,30,31
799,2013,Matvæla- og næringarfræðideild,Doktorspróf,3,9,12
800,2013,Sálfræðideild,,116,287,403
801,2013,Sálfræðideild,Grunnnám,99,226,325
802,2013,Sálfræðideild,Viðbótarnám,0,0,0
803,2013,Sálfræðideild,Meistarapróf,7,16,23
804,2013,Sálfræðideild,Doktorspróf,10,45,55
805,2013,Tannlæknadeild,,13,41,54
806,2013,Tannlæknadeild,Grunnnám,12,41,53
807,2013,Tannlæknadeild,Viðbótarnám,0,0,0
808,2013,Tannlæknadeild,Meistarapróf,1,0,1
809,2013,Tannlæknadeild,Doktorspróf,0,0,0
810,2013,"Deild erlendra tungumála, bókmennta og málvísinda",,172,398,570
811,2013,"Deild erlendra tungumála, bókmennta og málvísinda",Grunnnám,152,321,473
812,2013,"Deild erlendra tungumála, bókmennta og málvísinda",Viðbótarnám,0,0,0
813,2013,"Deild erlendra tungumála, bókmennta og málvísinda",Meistarapróf,17,72,89
814,2013,"Deild erlendra tungumála, bókmennta og málvísinda",Doktorspróf,3,5,8
815,2013,Guðfræði- og trúarbragðafræðideild,,39,52,91
816,2013,Guðfræði- og trúarbragðafræðideild,Grunnnám,20,27,47
817,2013,Guðfræði- og trúarbragðafræðideild,Viðbótarnám,0,6,6
818,2013,Guðfræði- og trúarbragðafræðideild,Meistarapróf,15,14,29
819,2013,Guðfræði- og trúarbragðafræðideild,Doktorspróf,4,5,9
820,2013,Íslensku- og menningardeild,,206,565,771
821,2013,Íslensku- og menningardeild,Grunnnám,124,344,468
822,2013,Íslensku- og menningardeild,Viðbótarnám,0,9,9
823,2013,Íslensku- og menningardeild,Meistarapróf,65,187,252
824,2013,Íslensku- og menningardeild,Doktorspróf,17,25,42
825,2013,Sagnfræði- og heimspekideild,,252,229,481
826,2013,Sagnfræði- og heimspekideild,Grunnnám,173,99,272
827,2013,Sagnfræði- og heimspekideild,Viðbótarnám,5,11,16
828,2013,Sagnfræði- og heimspekideild,Meistarapróf,53,98,151
829,2013,Sagnfræði- og heimspekideild,Doktorspróf,21,21,42
830,2013,"Íþrótta-, tómstunda- og þroskaþjálfadeild",,101,258,359
831,2013,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Grunnnám,69,182,251
832,2013,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Viðbótarnám,0,0,0
833,2013,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Meistarapróf,3,18,21
834,2013,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Doktorspróf,29,58,87
835,2013,Kennaradeild,,141,675,816
836,2013,Kennaradeild,Grunnnám,67,327,394
837,2013,Kennaradeild,Viðbótarnám,0,0,0
838,2013,Kennaradeild,Meistarapróf,36,99,135
839,2013,Kennaradeild,Doktorspróf,38,249,287
840,2013,Uppeldis- og menntunarfræðideild,,78,467,545
841,2013,Uppeldis- og menntunarfræðideild,Grunnnám,11,96,107
842,2013,Uppeldis- og menntunarfræðideild,Viðbótarnám,0,0,0
843,2013,Uppeldis- og menntunarfræðideild,Meistarapróf,62,364,426
844,2013,Uppeldis- og menntunarfræðideild,Doktorspróf,5,7,12
845,2013,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",,361,129,490
846,2013,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Grunnnám,266,96,362
847,2013,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Viðbótarnám,0,0,0
848,2013,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Meistarapróf,89,28,117
849,2013,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Doktorspróf,6,5,11
